year,t,t2,covid,C0_share,C1_share,C2_share,C3_share,C4_share,C5_share,C6_share,yhat_log,yhat
2025,25,625,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,2.385797589994251,10.86772719956274
2026,26,676,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,2.3724966536727283,10.72413333552754
2027,27,729,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.1133389354746094,0.01338279639772924,2.3541461377018322,10.52913459124792
2028,28,784,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,2.330746042081561,10.285612170892458
2029,29,841,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,2.3022963668119147,9.99711315495262
2030,30,900,0,0.3426314266637136,0.1337408438366516,0.1304641001808712,0.10842167856316424,0.1580202188832607,0.11333893547460938,0.01338279639772924,2.2687971118928942,9.667764577897813
2031,31,961,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.1133389354746094,0.01338279639772924,2.2302482773244994,9.302175312005176
2032,32,1024,0,0.3426314266637136,0.1337408438366516,0.1304641001808712,0.10842167856316424,0.1580202188832607,0.1133389354746094,0.013382796397729239,2.18664986310673,8.90532901345915
2033,33,1089,0,0.34263142666371366,0.1337408438366516,0.1304641001808712,0.10842167856316424,0.15802021888326068,0.11333893547460938,0.01338279639772924,2.1380018692395857,8.482471596933564
2034,34,1156,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,2.0843042957230664,8.038996771355302
2035,35,1225,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,2.0255571425571732,7.580333094522445
2036,36,1296,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,1.961760409741905,7.111835796699114
2037,37,1369,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.01338279639772924,1.8929140972772622,6.638686298331299
2038,38,1444,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729244,1.8190182051632449,6.165801924743331
2039,39,1521,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,1.7400727333998527,5.697757824899509
2040,40,1600,0,0.3426314266637136,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.15802021888326068,0.1133389354746094,0.01338279639772924,1.6560776819870864,5.238722558084609
2041,41,1681,0,0.3426314266637137,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.15802021888326073,0.11333893547460941,0.013382796397729244,1.567033050924945,4.792408248404847
2042,42,1764,0,0.3426314266637136,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.15802021888326068,0.11333893547460941,0.01338279639772924,1.472938840213429,4.362035648302738
2043,43,1849,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,1.3737950498525386,3.9503139226847575
2044,44,1936,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,1.2696016798422742,3.5594344854443034
2045,45,2025,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,1.160358730182634,3.191077806739482
2046,46,2116,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729243,1.0460662008736206,2.846431774381681
2047,47,2209,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.013382796397729244,0.9267240919152312,2.5262199433098615
2048,48,2304,0,0.34263142666371366,0.13374084383665164,0.13046410018087123,0.10842167856316426,0.1580202188832607,0.11333893547460941,0.01338279639772924,0.8023324033074686,2.230737845812582
