year,t,t2,covid,C0_share,C1_share,C2_share,C3_share,C4_share,C5_share,C6_share,yhat_log,yhat
2025,25,625,0,0.3426314266637136,0.1337408438366516,0.1304641001808712,0.1084216785631642,0.1580202188832607,0.1133389354746094,0.0133827963977292,2.385797589994251,10.86772719956274
2026,26,676,0,0.3328419573304646,0.1299196768698901,0.1267365544614177,0.1338953448899309,0.153505355486596,0.1101006801753348,0.0130004307863655,2.3762614929709356,10.764584071629708
2027,27,729,0,0.3230524879972157,0.1260985099031286,0.1230090087419643,0.1593690112166977,0.1489904920899315,0.1068624248760602,0.0126180651750018,2.3616758162982463,10.60871482140616
2028,28,784,0,0.3132630186639667,0.1222773429363671,0.1192814630225108,0.1848426775434644,0.1444756286932669,0.1036241695767857,0.0122356995636381,2.3420405599761818,10.402441726411189
2029,29,841,0,0.3034735493307178,0.1184561759696057,0.1155539173030573,0.2103163438702311,0.1399607652966023,0.1003859142775111,0.0118533339522744,2.3173557240047424,10.148802558586349
2030,30,900,0,0.2936840799974688,0.1146350090028442,0.1118263715836039,0.2357900101969978,0.1354459018999377,0.0971476589782366,0.0114709683409107,2.2876213083839287,9.851476164620555
2031,31,961,0,0.2838946106642199,0.1108138420360827,0.1080988258641504,0.2612636765237647,0.1309310385032731,0.093909403678962,0.011088602729547,2.2528373131137407,9.514693739587877
2032,32,1024,0,0.2741051413309708,0.1069926750693212,0.1043712801446969,0.2867373428505314,0.1264161751066085,0.0906711483796875,0.0107062371181833,2.2130037381941783,9.143138782758989
2033,33,1089,0,0.2643156719977219,0.1031715081025598,0.1006437344252435,0.3122110091772981,0.1219013117099439,0.0874328930804129,0.0103238715068197,2.1681205836252406,8.741839036645457
2034,34,1156,0,0.254526202664473,0.0993503411357983,0.09691618870579,0.3376846755040648,0.1173864483132793,0.0841946377811384,0.009941505895456,2.118187849406928,8.316053882957785
2035,35,1225,0,0.244736733331224,0.0955291741690368,0.0931886429863366,0.3631583418308316,0.1128715849166148,0.0809563824818638,0.0095591402840923,2.063205535539242,7.871160698958987
2036,36,1296,0,0.234947263997975,0.0917080072022754,0.0894610972668831,0.3886320081575982,0.1083567215199501,0.0777181271825893,0.0091767746727286,2.0031736420221806,7.412543568566963
2037,37,1369,0,0.2251577946647261,0.0878868402355139,0.0857335515474296,0.4141056744843651,0.1038418581232856,0.0744798718833147,0.0087944090613649,1.9380921688557444,6.945487505059778
2038,38,1444,0,0.2153683253314771,0.0840656732687524,0.0820060058279762,0.4395793408111318,0.099326994726621,0.0712416165840402,0.0084120434500012,1.867961116039934,6.475080992748349
2039,39,1521,0,0.2055788559982282,0.0802445063019909,0.0782784601085227,0.4650530071378985,0.0948121313299564,0.0680033612847656,0.0080296778386375,1.7927804835747485,6.006129214555698
2040,40,1600,0,0.1957893866649792,0.0764233393352295,0.0745509143890692,0.4905266734646653,0.0902972679332918,0.064765105985491,0.0076473122272738,1.7125502714601897,5.5430798254426215
2041,41,1681,0,0.1859999173317303,0.072602172368468,0.0708233686696158,0.516000339791432,0.0857824045366272,0.0615268506862165,0.0072649466159101,1.6272704796962554,5.089962584228683
2042,42,1764,0,0.1762104479984813,0.0687810054017065,0.0670958229501623,0.5414740061181988,0.0812675411399626,0.0582885953869419,0.0068825810045464,1.5369411082829456,4.650343595072853
2043,43,1849,0,0.1664209786652323,0.064959838434945,0.0633682772307089,0.5669476724449655,0.076752677743298,0.0550503400876674,0.0065002153931827,1.4415621572202622,4.2272943600805775
2044,44,1936,0,0.1566315093319834,0.0611386714681836,0.0596407315112554,0.5924213387717322,0.0722378143466334,0.0518120847883928,0.006117849781819,1.341133626508204,3.823375329191257
2045,45,2025,0,0.1468420399987344,0.0573175045014221,0.0559131857918019,0.6178950050984988,0.0677229509499688,0.0485738294891183,0.0057354841704553,1.235655516146771,3.4406331722436665
2046,46,2116,0,0.1370525706654854,0.0534963375346606,0.0521856400723484,0.6433686714252657,0.0632080875533042,0.0453355741898437,0.0053531185590916,1.125127826135964,3.080610606301466
2047,47,2209,0,0.1272631013322365,0.0496751705678991,0.048458094352895,0.6688423377520324,0.0586932241566396,0.0420973188905692,0.004970752947728,1.0095505564757818,2.7443672996840816
2048,48,2304,0,0.1174736319989875,0.0458540036011377,0.0447305486334415,0.6943160040787991,0.0541783607599751,0.0388590635912946,0.0045883873363643,0.8889237071662266,2.4325101486257257
2049,49,2401,0,0.1076841626657385,0.0420328366343762,0.0410030029139881,0.719789670405566,0.0496634973633105,0.0356208082920201,0.0042060217250006,0.7632472782072948,2.1452310843462423
2050,50,2500,0,0.0978946933324896,0.0382116696676147,0.0372754571945346,0.7452633367323327,0.0451486339666459,0.0323825529927455,0.0038236561136369,0.6325212695989884,1.882350514553052
2051,51,2601,0,0.0881052239992406,0.0343905027008532,0.0335479114750811,0.7707370030590994,0.0406337705699813,0.0291442976934709,0.0034412905022732,0.4967456813413087,1.6433645273084807
2052,52,2704,0,0.0783157546659916,0.0305693357340917,0.0298203657556277,0.7962106693858662,0.0361189071733167,0.0259060423941964,0.0030589248909095,0.3559205134342531,1.4274940771523734
2053,53,2809,0,0.0685262853327427,0.0267481687673303,0.0260928200361742,0.8216843357126329,0.0316040437766521,0.0226677870949218,0.0026765592795458,0.2100457658778232,1.233734521608107
