year,t,t2,covid,C0_share,C1_share,C2_share,C3_share,C4_share,C5_share,C6_share,yhat_log,yhat
2041,41,1681,0,0.1859999173317302,0.072602172368468,0.0708233686696158,0.0588574826485748,0.5429252616794843,0.0615268506862165,0.0072649466159101,1.599267414321115,4.94940523255057
2042,42,1764,0,0.1762104479984813,0.0687810054017065,0.0670958229501623,0.055759720403913,0.5669818268542484,0.0582885953869419,0.0068825810045464,1.507187851321859,4.5140188366295915
2043,43,1849,0,0.1664209786652323,0.064959838434945,0.0633682772307089,0.0526619581592512,0.5910383920290123,0.0550503400876674,0.0065002153931827,1.41005870867323,4.096195879237478
2044,44,1936,0,0.1566315093319834,0.0611386714681836,0.0596407315112554,0.0495641959145893,0.6150949572037763,0.0518120847883928,0.006117849781819,1.3078799863752253,3.6983248961826702
2045,45,2025,0,0.1468420399987344,0.0573175045014221,0.0559131857918019,0.0464664336699275,0.6391515223785402,0.0485738294891183,0.0057354841704553,1.2006516844278456,3.322281296401429
2046,46,2116,0,0.1370525706654854,0.0534963375346606,0.0521856400723484,0.0433686714252657,0.6632080875533043,0.0453355741898437,0.0053531185590916,1.088373802831093,2.969441247115281
2047,47,2209,0,0.1272631013322365,0.0496751705678991,0.048458094352895,0.0402709091806038,0.6872646527280682,0.0420973188905692,0.004970752947728,0.9710463415849644,2.6407060948958954
2048,48,2304,0,0.1174736319989875,0.0458540036011377,0.0447305486334415,0.037173146935942,0.7113212179028322,0.0388590635912946,0.0045883873363643,0.8486693006894623,2.336535556031995
2049,49,2401,0,0.1076841626657385,0.0420328366343762,0.0410030029139881,0.0340753846912801,0.7353777830775963,0.0356208082920201,0.0042060217250006,0.7212426801445839,2.0569878009437055
2050,50,2500,0,0.0978946933324896,0.0382116696676147,0.0372754571945346,0.0309776224466183,0.7594343482523602,0.0323825529927455,0.0038236561136369,0.5887664799503309,1.801764531402824
2051,51,2601,0,0.0881052239992406,0.0343905027008532,0.0335479114750811,0.0278798602019565,0.7834909134271242,0.0291442976934709,0.0034412905022732,0.4512407001067056,1.5702591981657124
2052,52,2704,0,0.0783157546659916,0.0305693357340917,0.0298203657556277,0.0247820979572946,0.8075474786018881,0.0259060423941964,0.0030589248909095,0.3086653406137034,1.3616066198112886
2053,53,2809,0,0.0685262853327427,0.0267481687673303,0.0260928200361742,0.0216843357126328,0.8316040437766522,0.0226677870949218,0.0026765592795458,0.1610404014713278,1.174732428773678
2054,54,2916,0,0.0587368159994937,0.0229270018005688,0.0223652743167207,0.018586573467971,0.8556606089514162,0.0194295317956473,0.0022941936681821,0.0083658826795782,1.0084009744657445
2055,55,3025,0,0.0489473466662448,0.0191058348338073,0.0186377285972673,0.0154888112233091,0.8797171741261801,0.0161912764963727,0.0019118280568184,-0.149358215761548,0.8612605425333806
2056,56,3136,0,0.0391578773329958,0.0152846678670459,0.0149101828778138,0.0123910489786473,0.903773739300944,0.0129530211970982,0.0015294624454547,-0.312131893852047,0.7318849907314184
2057,57,3249,0,0.0293684079997468,0.0114635009002844,0.0111826371583603,0.0092932867339855,0.927830304475708,0.0097147658978236,0.001147096834091,-0.479955151591922,0.6188111438785219
2058,58,3364,0,0.0195789386664979,0.0076423339335229,0.0074550914389069,0.0061955244893236,0.951886869650472,0.0064765105985491,0.0007647312227273,-0.652827988981171,0.5205715226264246
2059,59,3481,0,0.0097894693332489,0.0038211669667614,0.0037275457194534,0.0030977622446618,0.975943434825236,0.0032382552992745,0.0003823656113636,-0.8307504060197939,0.4357221950531305
2060,60,3600,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0137224027077925,0.3628657300880911
